clock,horizon_s,group,arm,objects,points,xy_epe_m,xyz_epe_m,predicted_speed_mps,all_support_fraction,quality_support_fraction
actual,1.0,all,surface_all_zero,366,39975,1.7250078873551469,1.7422386956416753,0.8398681949620769,0.3472100131983328,0.2831512466105857
actual,1.0,all,surface_quality_zero,366,39975,1.5514267525594427,1.570051476957932,0.5818139560775931,0.3472100131983328,0.2831512466105857
actual,1.0,all,CV_surface_all_uncovered,366,39975,0.6593460862995799,0.6810135567167233,1.0537816128445217,0.3472100131983328,0.2831512466105857
actual,1.0,all,CV_surface_quality_uncovered,366,39975,0.6098747781430428,0.6322131342926594,0.9732002817990951,0.3472100131983328,0.2831512466105857
actual,1.0,stationary,zero,180,18337,0.02509893780165559,0.05482626941543632,0.0,0.316064065055297,0.25260652016666435
actual,1.0,stationary,D,180,18337,0.09796353829894705,0.12086380343248063,0.09113477438780729,0.316064065055297,0.25260652016666435
actual,1.0,stationary,CRN_CV,180,18337,0.03443575144882188,0.06323851220862413,0.011180930134919213,0.316064065055297,0.25260652016666435
actual,1.0,stationary,CV_D_speed05,180,18337,0.03836775898748044,0.06711582166325436,0.01532078513857189,0.316064065055297,0.25260652016666435
actual,1.0,stationary,surface_all_zero,180,18337,0.5858735402049079,0.6079610283328987,0.5724417403504066,0.316064065055297,0.25260652016666435
actual,1.0,stationary,surface_quality_zero,180,18337,0.37174896147650877,0.39739387135611254,0.3552495991629701,0.316064065055297,0.25260652016666435
actual,1.0,stationary,CV_surface_all_uncovered,180,18337,0.189192039385258,0.21458807868118365,0.16773398586447794,0.316064065055297,0.25260652016666435
actual,1.0,stationary,CV_surface_quality_uncovered,180,18337,0.12132603637271523,0.14836958847194762,0.09934150706382207,0.316064065055297,0.25260652016666435
actual,1.0,ambiguous,zero,51,9050,0.21746740150770247,0.23819688133581693,0.0,0.40662997614112883,0.336332150557926
actual,1.0,ambiguous,D,51,9050,0.2466403688263478,0.26638042478635826,0.11797527066886718,0.40662997614112883,0.336332150557926
actual,1.0,ambiguous,CRN_CV,51,9050,0.24678586533409072,0.2675389678358623,0.05822166423247533,0.40662997614112883,0.336332150557926
actual,1.0,ambiguous,CV_D_speed05,51,9050,0.25400870703716627,0.27454140424715695,0.06862822911058157,0.40662997614112883,0.336332150557926
actual,1.0,ambiguous,surface_all_zero,51,9050,1.4988615968841223,1.5182899921929125,1.4234774739447504,0.40662997614112883,0.336332150557926
actual,1.0,ambiguous,surface_quality_zero,51,9050,1.1250303659821401,1.1442967273374045,1.021502328267556,0.40662997614112883,0.336332150557926
actual,1.0,ambiguous,CV_surface_all_uncovered,51,9050,0.47995612402024207,0.5005621052030893,0.32319037832233927,0.40662997614112883,0.336332150557926
actual,1.0,ambiguous,CV_surface_quality_uncovered,51,9050,0.3924245618110181,0.41310308713368915,0.22702586460887245,0.40662997614112883,0.336332150557926
actual,1.0,moving,zero,135,12588,3.3009943613200288,3.3079466317381474,0.0,0.3662904024995464,0.30378698482237465
actual,1.0,moving,D,135,12588,1.9597075158398398,1.9712414161032477,1.8120374482475607,0.3662904024995464,0.30378698482237465
actual,1.0,moving,CRN_CV,135,12588,1.3573641422738263,1.3739235136918806,2.3345170600818745,0.3662904024995464,0.30378698482237465
actual,1.0,moving,CV_D_speed05,135,12588,1.2134954667348556,1.2303162473236673,2.5138895016142238,0.3662904024995464,0.30378698482237465
actual,1.0,moving,surface_all_zero,135,12588,3.3292867266222967,3.3392117622451325,0.9759621846064052,0.3662904024995464,0.30378698482237465
